Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Gender,Debut Age,BMI,Debut Year,Current Year,Career Length
Kyujin,Jang Kyujin,2006-05-26,NMIXX,2022-02-22,JYP,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2022,2024,2
Kyulkyung,Zhou Jieqiong,1998-12-16,Pristin,2017-03-21,Pledis,China,167.0,49.0,Taizhou,F,18,17.569651116927822,2017,2024,7
Kyungho,Jang Kyungho,2001-05-07,TOO,2020-04-01,n.CH,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Kyungil,Song Kyungil,1987-11-28,HISTORY,2013-04-26,LOEN,South Korea,183.0,72.0,Unknown,M,25,21.49959688255845,2013,2024,11
Kyungjun,Woo Kyungjun,2002-08-30,TNX,2022-05-17,P NATION,South Korea,170.0,57.0,Seoul,M,20,19.723183391003463,2022,2024,2
Kyungmin,Jo Kyungmin,2004-10-28,8TURN,2023-01-30,MNH,South Korea,187.0,60.0,Gyeonggi,M,18,17.158054276645025,2023,2024,1
Kyungmun,Lim Kyungmun,2003-06-29,YOUNITE,2022-04-20,Brand New,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2022,2024,2
Kyungri,Park Kyungri,1990-07-05,9Muses,2010-08-12,Star Empire,South Korea,170.0,50.0,Busan,F,20,17.301038062283737,2010,2024,14
Kyungyoon,Lee Kyungyoon,2000-02-21,Dongkiz,2019-04-24,Dongyo,South Korea,177.0,58.0,Unknown,M,19,18.513198633853616,2019,2024,5
L,Kim Myungsoo,1992-03-13,Infinite,2010-06-09,Woollim,South Korea,180.0,60.0,Seoul,M,18,18.51851851851852,2010,2024,14
Lai Kuanlin,Lai Kuanlin,2001-09-23,Wanna One,2017-08-07,YMC,Taiwan,170.0,57.0,New Taipei,M,16,19.723183391003463,2017,2024,7
Laon,Shin Kyuhyun,1995-12-19,ENOi,2019-04-19,KITHEWHALE,South Korea,177.0,60.0,Unknown,M,23,19.15158479364167,2019,2024,5
Lara,Moon Shinae,2000-08-09,Dreamnote,2018-11-07,iME,South Korea,161.0,44.0,Unknown,F,18,16.97465375564214,2018,2024,6
Lay,Zhang Yixing,1991-10-07,EXO,2012-04-08,SM,China,177.0,60.0,Changsa,M,21,19.15158479364167,2012,2024,12
Layeon,Lee Jimin,1998-08-13,Purplebeck,2019-06-24,Majesty,South Korea,170.0,51.0,Unknown,F,21,17.647058823529413,2019,2024,5
LE,Ahn Hyejin,1991-12-10,EXID,2012-02-16,Yedang,South Korea,168.0,57.0,Cheonan,F,20,20.19557823129252,2012,2024,12
Lea,Ogawa Mizuki,1995-08-12,SECRET NUMBER,2020-05-19,Vine,Japan,169.0,57.0,Tokyo,F,25,19.95728440880922,2020,2024,4
Lee Haein,Lee Haein,1992-07-04,I.B.I,2014-10-29,Star Crew,South Korea,165.0,49.0,Changwon,F,22,17.99816345270891,2014,2024,10
Lee Hoo,Moon Junyoung,1989-02-09,ZE:A,2010-01-07,Star Empire,South Korea,170.0,57.0,Seoul,M,21,19.723183391003463,2010,2024,14
Lee Hyeop,Lee Hyeop,1999-08-13,DRIPPIN,2020-10-26,Woollim,South Korea,177.0,57.0,Unknown,M,21,18.194005553959588,2020,2024,4
Lee Jin,Shim Yerin,2001-03-12,Hi-L,2021-08-11,Kpop Live,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2021,2024,3
Lee Know,Lee Minho,1998-10-25,Stray Kids,2018-03-25,JYP,South Korea,170.0,57.0,Gimpo,M,19,19.723183391003463,2018,2024,6
Lee Soo,Jin Isoo,2001-06-27,PRECIOUS,2020-09-23,Umi,South Korea,163.0,47.0,Incheon,F,19,17.68978885166924,2020,2024,4
Lee Suhyun,Lee Suhyun,1996-11-05,I.B.I,2014-10-29,Star Crew,South Korea,167.0,50.0,Ansan,F,18,17.92821542543655,2014,2024,10
Leedo,Kim Geonhak,1997-07-26,Oneus,2019-01-09,RBW,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2019,2024,5
Leeseo,Lee Hyunseo,2007-02-21,IVE,2021-12-01,Starship,South Korea,170.0,48.0,Unknown,F,15,16.60899653979239,2021,2024,3
Leeteuk,Park Jeongsu,1983-07-01,Super Junior,2005-11-06,SM,South Korea,179.0,59.0,Seoul,M,22,18.413907181423802,2005,2024,19
Leia,Larissa Kartes,2001-05-14,Blackswan,2020-10-16,DR,Brazil,170.0,57.0,Curitiba,F,19,19.723183391003463,2020,2024,4
Lena,Kang Rena,2002-04-17,GWSN,2018-09-05,Kiwi Pop,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2018,2024,6
Leo,Jung Taekwon,1990-11-10,VIXX,2012-05-24,Jellyfish,South Korea,183.0,63.0,Seoul,M,22,18.812147272238644,2012,2024,12
Leon,Kim Donghyun,2000-07-25,TRENDZ,2022-01-05,Interpark,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2022,2024,2
Lew,Lee Euiwoong,2001-04-05,TEMPEST,2022-03-02,Yuehua,South Korea,170.0,55.0,Unknown,M,21,19.031141868512112,2022,2024,2
Lex,Jeon Hyungmin,1993-01-12,Bigflo,2014-07-19,HO,South Korea,170.0,57.0,Unknown,M,22,19.723183391003463,2014,2024,10
Lia,Choi Jisu,2000-07-21,ITZY,2019-02-12,JYP,South Korea,170.0,57.0,Incheon,F,19,19.723183391003463,2019,2024,5
Lien,Shimada Sho,1998-03-11,Mirae,2021-03-17,DSP,Japan,170.0,57.0,Osaka,M,23,19.723183391003463,2021,2024,3
Lily,Lily Jin Morrow,2002-10-17,NMIXX,2022-02-22,JYP,Australia,170.0,57.0,Marysville,F,19,19.723183391003463,2022,2024,2
Lim Jimin,Lim Jimin,2001-05-22,JUST B,2021-06-30,Bluedot,South Korea,178.0,59.0,Unknown,M,20,18.621386188612547,2021,2024,3
Lime,Kim Hyerim,1993-01-19,Hello Venus,2012-05-09,Fantagio,South Korea,169.0,50.0,Unknown,F,19,17.506389832288786,2012,2024,12
Lina,Oh Sejin,1997-07-27,ANS,2019-09-16,ANS,South Korea,170.0,57.0,Unknown,F,22,19.723183391003463,2019,2024,5
Lina,Oh Hyesoo,1997-05-23,RedSquare,2020-05-19,About,South Korea,170.0,57.0,Unknown,F,23,19.723183391003463,2020,2024,4
Linzy,Im Minji,1989-10-22,Fiestar,2012-08-31,LOEN,South Korea,168.0,57.0,Incheon,F,23,20.19557823129252,2012,2024,12
Lisa,Pranpriya Manoban,1997-03-27,BLACKPINK,2016-08-08,YG,Thailand,170.0,46.0,Bangkok,F,19,15.91695501730104,2016,2024,8
Liv,Kim Chaeyoung,1997-07-05,IRRIS,2022-07-06,Mellow,South Korea,170.0,57.0,Gunsan,F,25,19.723183391003463,2022,2024,2
Liyah,Moon Liya,2000-05-11,MIXX,2016-05-02,Chiko,South Korea,175.0,52.0,Unknown,F,16,16.979591836734695,2016,2024,8
Liz,Kim Jiwon,2004-11-21,IVE,2021-12-01,Starship,South Korea,170.0,49.0,Unknown,F,17,16.955017301038065,2021,2024,3
Lizzy,Park Sooyoung,1992-07-31,After School,2009-01-15,Pledis,South Korea,170.0,57.0,Busan,F,16,19.723183391003463,2009,2024,15
Loha,Kang Yejin,2001-12-27,Nature,2018-08-03,n.CH,South Korea,171.0,57.0,Unknown,F,17,19.493177387914233,2018,2024,6
Lola,Choi Yoojung,2001-02-22,Pixy,2021-02-24,ALLART,South Korea,169.0,57.0,Unknown,F,20,19.95728440880922,2021,2024,3
Longguo,Jin Longguo,1996-03-02,JBJ,2017-10-18,Fave,China,170.0,57.0,Heilong,M,22,19.723183391003463,2017,2024,7
Lou,Kim Hosung,1996-12-21,VAV,2015-10-31,A team,South Korea,187.0,69.0,Unknown,M,19,19.73176241814178,2015,2024,9
Loudi,Won Jihoon,1996-04-13,14U,2017-04-17,BG,Indonesia,170.0,57.0,Unknown,M,21,19.723183391003463,2017,2024,7
Louis,Kim Taewoo,1999-04-23,BLANK2Y,2022-05-24,Keystone,South Korea,172.0,62.0,Unknown,M,23,20.9572742022715,2022,2024,2
Louis,Yang Dongsik,2001-04-08,Kingdom,2021-02-18,GF,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2021,2024,3
Lu,Im Hayoung,1997-12-03,NATURE,2018-08-03,n.CH,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2018,2024,6
LuA,Jo Hankyeung,1991-09-14,BADKIZ,2014-03-24,Zoo,South Korea,170.0,57.0,Busan,F,23,19.723183391003463,2014,2024,10
Lua,Kim Sookyung,2000-10-06,Weki Meki,2017-08-08,Fantagio,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2017,2024,7
Lucas,Wong Junghei,1999-01-25,NCT,2016-04-09,SM,Hong Kong,170.0,57.0,Unknown,M,17,19.723183391003463,2016,2024,8
Lucy,Noh Hyojung,2002-08-31,Weki Meki,2017-08-08,Fantagio,South Korea,170.0,57.0,Goyang,F,15,19.723183391003463,2017,2024,7
Lucy,Kim Daeun,2004-04-09,woo!ah!,2020-05-15,NV,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2020,2024,4
Luda,Lee Luda,1997-03-06,WJSN,2016-02-25,Starship,South Korea,157.0,57.0,Seoul,F,19,23.124670372023203,2016,2024,8
Luha,Lee Gyeonghun,1993-02-15,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2017,2024,7
Luna,Park Sunyoung,1993-08-12,f(x),2009-09-05,SM,South Korea,162.0,57.0,Seoul,F,16,21.719250114311837,2009,2024,15
Lune,Jung Sungmin,2000-02-27,DKB,2020-02-03,Brave,South Korea,176.0,55.0,Unknown,M,20,17.75568181818182,2020,2024,4
Lutan,Choi Gyeongseok,2003-12-06,BLITZERS,2021-05-12,Wuzo,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2021,2024,3
Manny,Syo Dongchun,2001-11-17,VARSITY,2017-01-05,GKC,China,170.0,64.0,Unknown,M,15,22.145328719723185,2017,2024,7
Marco,Lee Hyunggeun,1994-05-11,Hot Blood Youth,2017-05-17,FNC,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2017,2024,7
Marin,Yasufuku Marin,2001-03-17,Bling Bling,2020-11-17,Major9,Japan,170.0,57.0,Osaka,F,20,19.723183391003463,2020,2024,4
Mark,Mark Yien Tuan,1993-09-04,GOT7,2014-01-16,JYP,USA,175.0,59.0,Los Angeles,M,20,19.26530612244898,2014,2024,10
Mark,Mark Lee,1999-08-02,NCT,2016-04-09,SM,Canada,170.0,57.0,Vancouver,M,17,19.723183391003463,2016,2024,8
Mashiho,Takata Mashiho,2001-03-25,Treasure,2020-08-07,YG,Japan,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Mashiro,Sakamoto Mashiro,1999-12-16,Kep1er,2022-03-01,WakeOne,Japan,157.0,57.0,Unknown,F,22,23.124670372023203,2022,2024,2
May,Hirokawa Mao,2004-11-16,Cherry Bullet,2019-01-21,FNC,Japan,170.0,57.0,Unknown,F,14,19.723183391003463,2019,2024,5
Mayna,Shaoxi Mengna,2000-05-12,HOT ISSUE,2017-05-17,FNC,China,170.0,47.0,Unknown,F,17,16.262975778546714,2017,2024,7
Medic Jin,Bae Yujin,1996-08-25,Girlkind,2018-01-16,Nextlevel,South Korea,170.0,167.0,Unknown,F,21,57.78546712802769,2018,2024,6
Mia,Han Eunji,2000-01-13,Everglow,2019-03-18,Yuehua,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2019,2024,5
Mia,Son Hyunmi,1997-12-31,MIXX,2016-05-02,Chiko,South Korea,174.0,57.0,Unknown,F,18,18.826793499801823,2016,2024,8
Mihee,Lee Mihee,2000-08-24,BOTOPASS,2020-08-26,WKS ENE,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2020,2024,4
Mijoo,Lee Mijoo,1994-09-23,Lovelyz,2014-11-17,Woollim,South Korea,167.0,47.0,Okcheon,F,20,16.85252249991036,2014,2024,10
Mikey,Morisaki Daisuke,2001-05-05,BLANK2Y,2022-05-24,Keystone,Japan,176.0,58.0,Hyogo,M,21,18.72417355371901,2022,2024,2
Miko,Matsuda Miko,1995-10-28,Honey Popcorn,2018-03-21,Kyun Create,Japan,170.0,57.0,Unknown,F,22,19.723183391003463,2018,2024,6
Miku,Katae Miku,2002-10-09,Pink Fantasy,2018-10-28,My Doll,Japan,170.0,57.0,Unknown,F,16,19.723183391003463,2018,2024,6
Mill,Lee Yongsoo,1999-03-30,OnlyOneOf,2019-05-28,RSVP,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2019,2024,5
Milo,Kim Minhak,1996-08-20,Romeo,2015-11-04,CT,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2015,2024,9
Mimi,Jung Mimi,1993-01-01,Gugudan,2016-06-28,Jellyfish,South Korea,163.0,57.0,Unknown,F,23,21.453573713726524,2016,2024,8
Mimi,Kim Mihyun,1995-05-01,Oh My Girl,2015-04-21,WM,South Korea,163.0,50.0,Jeju,F,20,18.818924310286427,2015,2024,9
Min,Lee Minyoung,1991-06-21,miss A,2010-07-01,JYP,South Korea,161.0,57.0,Seoul,F,19,21.98989236526368,2010,2024,14
Min,Lee Mincheon,1997-10-16,We In The Zone,2019-05-27,Choon,South Korea,171.0,50.0,Seoul,M,22,17.09927841045108,2019,2024,5
Mina,Kang Mina,1999-12-04,Gugudan,2016-06-28,Jellyfish,South Korea,162.0,48.0,Icheon,F,17,18.289894833104707,2016,2024,8
Mina,Myoui Mina,1997-03-24,Twice,2015-10-20,JYP,Japan,163.0,57.0,San Antonio,F,19,21.453573713726524,2015,2024,9
Minah,Bang Minah,1993-05-13,Girl's Day,2010-07-09,DreamT,South Korea,165.0,47.0,Incheon,F,17,17.263544536271812,2010,2024,14
Minchan,Hong Minchan,1998-09-16,Verivery,2019-09-01,Jellyfish,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2019,2024,5
Mingi,Son Mingi,1999-08-09,ATEEZ,2018-10-24,KQ,South Korea,183.0,57.0,Unknown,M,19,17.020514198692105,2018,2024,6
Mingyu,Kim Mingyu,1997-04-06,Seventeen,2015-05-26,Pledis,South Korea,185.0,65.0,Anyang,M,18,18.991964937910883,2015,2024,9
Minhee,Kang Minhee,2002-09-17,CRAVITY,2020-04-14,Starship,South Korea,185.0,58.0,Unknown,M,18,16.946676406135865,2020,2024,4
Minhee,Joo Minhee,1993-01-03,Stellar,2011-08-28,Pascal,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2011,2024,13
Minho,Yang Minho,2002-10-14,8TURN,2023-01-30,MNH,South Korea,179.0,59.0,Unknown,M,20,18.413907181423802,2023,2024,1
Minho,Lee Minho,1995-09-04,MY.st,2020-03-26,MYStar,South Korea,170.0,57.0,Unknown,M,25,19.723183391003463,2020,2024,4
Minho,Choi Minho,1991-12-09,SHINee,2008-05-25,SM,South Korea,181.0,60.0,Incheon,M,16,18.314459265590184,2008,2024,16
Minhwan,Choi Minhwan,1992-11-11,FTISLAND,2007-06-07,FNC,South Korea,170.0,57.0,Seoul,M,15,19.723183391003463,2007,2024,17
Minhyuk,Lee Minhyuk,1990-11-29,BtoB,2012-03-21,Cube,South Korea,173.0,61.0,Seoul,M,21,20.381569714992146,2012,2024,12
Minhyuk,Kang Minhyuk,1991-06-28,CNBLUE,2010-01-14,FNC,South Korea,170.0,57.0,Ilsan,M,19,19.723183391003463,2010,2024,14
Minhyuk,Kim Minhyuk,1999-11-06,D-CRUNCH,2018-08-06,All-S,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2018,2024,6
Minhyuk,Lee Minhyuk,1993-11-03,MONSTA X,2014-05-14,Starship,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2014,2024,10
Minhyun,Hwang Minhyun,1995-08-09,NU'EST,2012-03-15,Pledis,South Korea,170.0,57.0,Busan,M,17,19.723183391003463,2012,2024,12
Minjae,Song Minjae,2003-08-23,MCND,2020-02-27,TOP Media,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
Minjae,Seong Minjae,1994-12-18,Sonamoo,2014-12-29,TS,South Korea,165.0,57.0,Busan,F,20,20.936639118457304,2014,2024,10
Minjae,Jo Minjae,1994-08-08,Spectrum,2018-05-09,WYNN,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2018,2024,6
Minjae,Shin Minjae,1991-08-13,Tahiti,2012-06-23,J-line,South Korea,170.0,57.0,Busan,F,21,19.723183391003463,2012,2024,12
Minjae,Kim Minjae,2003-04-10,xikers,2023-03-30,KQ,South Korea,170.0,57.0,Seoul,M,20,19.723183391003463,2023,2024,1
Minji,Kim Minji,2001-01-16,Busters,2017-11-27,JTG,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2017,2024,7
Minji,Kim Minji,2004-05-07,NewJeans,2022-07-22,ADOR,South Korea,169.0,57.0,Yeongwol,F,18,19.95728440880922,2022,2024,2
Minjoo,Kim Minjoo,2001-02-05,IZ*ONE,2018-10-29,Off The Record,South Korea,170.0,57.0,Seoul,F,18,19.723183391003463,2018,2024,6
Minju,Kang Minjoo,2001-03-11,GWSN,2018-09-05,Kiwi Pop,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2018,2024,6
Minjun,Kim Minjun,1999-02-26,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2022,2024,2
Minkyung,Kang Minkyung,1990-08-03,Davichi,2008-02-04,CJ E&M,South Korea,170.0,57.0,Goyang,F,18,19.723183391003463,2008,2024,16
Minnie,Nicha Yontararak,1997-10-23,(G)I-DLE,2018-05-02,Cube,Thailand,170.0,57.0,Unknown,F,21,19.723183391003463,2018,2024,6
Mino,Song Minho,1993-03-30,WINNER,2014-08-12,YG,South Korea,170.0,57.0,Yongin,M,21,19.723183391003463,2014,2024,10
Minpyo,Gook Minpyo,1994-11-15,B.I.G,2014-07-09,GH,South Korea,173.0,57.0,Gwangju,M,20,19.045073340238563,2014,2024,10
Minseo,Kim Minseo,2002-05-13,DRIPPIN,2020-10-26,Woollim,South Korea,177.0,53.0,Unknown,M,18,16.917233234383477,2020,2024,4
Minseo,Park Minseo,2003-03-21,Saturday,2018-07-18,SD,South Korea,163.0,45.0,Unknown,F,15,16.937031879257784,2018,2024,6
Minseo,Kim Minseo,2004-08-12,woo!ah!,2020-05-15,NV,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2020,2024,4
Minsu,Park Minsu,1993-04-15,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,172.0,55.0,Gwangju,M,20,18.591130340724717,2013,2024,11
Minsu,Kim Minsu,2000-03-20,TOO,2020-04-01,n.CH,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2020,2024,4
Minsung,Kim Minhwi,1996-12-24,Romeo,2015-11-04,CT,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2015,2024,9
Mint,Kunpat Phonpawiworakun,1994-06-23,Tiny-G,2012-08-23,GNG,Thailand,150.0,42.0,Unknown,F,18,18.666666666666668,2012,2024,12
Minwoo,No Minwoo,1995-07-31,Boyfriend,2011-05-26,Starship,South Korea,174.0,60.0,Anyang,M,16,19.817677368212443,2011,2024,13
Minwoo,Lee Minwoo,1979-07-28,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,172.0,60.0,Namwon,M,19,20.281233098972418,1998,2024,26
Minwoo,Ha Minwoo,1990-09-06,ZE:A,2010-01-07,Star Empire,South Korea,170.0,57.0,Yangsan,M,19,19.723183391003463,2010,2024,14
Minwoo†,Seo Minwoo,1985-02-08,100%,2012-09-18,TOP Media,South Korea,170.0,57.0,Daegu,M,28,19.723183391003463,2012,2024,12
Minyoung,Kim Minyeong,1990-09-12,Brave Girls,2011-04-08,Brave,South Korea,170.0,57.0,Seongnam,F,21,19.723183391003463,2011,2024,13
Minzy,Kong Minji,1994-01-18,2NE1,2009-05-06,YG,South Korea,170.0,57.0,Unknown,F,15,19.723183391003463,2009,2024,15
Mir,Lee Yoonsang,2000-03-06,Astin,2022-11-16,AB Creative,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2022,2024,2
Mir,Bang Cheolyong,1991-03-10,MBLAQ,2009-10-14,J. Tune,South Korea,170.0,57.0,Bukhamyeon,M,19,19.723183391003463,2009,2024,15
Mire,Su Mire,2006-03-26,TRI.BE,2021-02-17,TR - Mellow,Japan,170.0,57.0,Unknown,F,15,19.723183391003463,2021,2024,3
Miryo,Jo Mihye,1981-11-02,Brown Eyed Girls,2006-03-02,Mystic,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2006,2024,18
Miso,Jeon Jimin,2000-10-25,Dreamnote,2018-11-07,iME,South Korea,160.0,43.0,Unknown,F,18,16.796874999999996,2018,2024,6
Miso,Park Jihyun,1996-09-16,P.O.P,2017-07-26,DWM,South Korea,170.0,57.0,Busan,F,21,19.723183391003463,2017,2024,7
Miso,Park Miso,1991-04-04,Tahiti,2012-06-23,J-line,South Korea,170.0,57.0,Gwangju,F,21,19.723183391003463,2012,2024,12
MiU,Ito Miyu,2003-01-09,LIMELIGHT,2023-02-17,143,Japan,164.0,42.0,Tokyo,F,20,15.615704937537183,2023,2024,1
Miya,Miyauchi Haruka,1993-05-26,GWSN,2018-09-05,Kiwi Pop,Japan,170.0,57.0,Unknown,F,25,19.723183391003463,2018,2024,6
Miyeon,Jo Miyeon,1997-01-31,(G)I-DLE,2018-05-02,Cube,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2018,2024,6
MJ,Kim Myungjun,1994-03-05,ASTRO,2016-02-23,Fantagio,South Korea,170.0,57.0,Nowon,M,22,19.723183391003463,2016,2024,8
MK,Park Minkyun,1995-11-16,ONF,2017-08-02,WM,South Korea,170.0,57.0,Ilsan,M,22,19.723183391003463,2017,2024,7
Moko,Sakura Moko,1991-03-19,Honey Popcorn,2018-03-21,Kyun Create,Japan,170.0,57.0,Unknown,F,27,19.723183391003463,2018,2024,6
Momo,Hirai Momo,1996-11-09,Twice,2015-10-20,JYP,Japan,167.0,57.0,Kyoto,F,19,20.43816558499767,2015,2024,9
Momoka,Matsuda Momoka,2000-12-26,Pink Fantasy,2018-10-28,My Doll,Japan,152.0,57.0,Unknown,F,18,24.67105263157895,2018,2024,6
Monday,Kim Jimin,2002-05-10,Weeekly,2020-07-30,Play M,South Korea,172.0,57.0,Unknown,F,18,19.2671714440238,2020,2024,4
Monika,Kang Yeh,1991-05-21,BADKIZ,2014-03-24,Zoo,South Korea,170.0,57.0,Seoul,F,23,19.723183391003463,2014,2024,10
Moon Bin,Moon Bin,1998-01-26,ASTRO,2016-02-23,Fantagio,South Korea,170.0,57.0,Cheongju,M,18,19.723183391003463,2016,2024,8
Moon Sua,Moon Sua,1999-09-09,Billlie,2021-11-10,MYSTIC,South Korea,167.0,47.0,Cheongju,F,22,16.85252249991036,2021,2024,3
Moonbyul,Moon Byulyi,1992-12-22,Mamamoo,2014-06-18,RBW,South Korea,165.0,45.0,Bucheon,F,21,16.528925619834713,2014,2024,10
Moonhee,Choi Moonhee,1997-04-15,Bonus Baby,2017-01-01,Maroo,South Korea,167.0,57.0,Unknown,F,20,20.43816558499767,2017,2024,7
Moonvok,Jang Moonvok,1995-04-11,Limitless,2019-07-09,ONO,South Korea,168.0,48.0,Unknown,M,24,17.006802721088437,2019,2024,5
Mu,Suh Kyungmin,2003-09-14,EPEX,2021-06-08,C9,South Korea,184.0,63.0,Unknown,M,18,18.608223062381853,2021,2024,3
Mujin,Ko Sungho,2000-11-20,Kingdom,2021-02-18,GF,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2021,2024,3
Munik,Jang Moonik,2001-03-20,Dongkiz,2019-04-24,Dongyo,South Korea,173.0,50.0,Unknown,M,18,16.70620468441979,2019,2024,5
Muzin,Kim Hyunwoo,2001-03-29,BAE173,2020-11-19,PocketDol,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2020,2024,4
Myungho,Ji Myungho,2001-10-12,8TURN,2023-01-30,MNH,South Korea,177.0,62.0,Unknown,M,21,19.789970953429727,2023,2024,1
Myungji,Kim Myungji,1997-10-09,Tiny-G,2012-08-23,GNG,South Korea,164.0,57.0,Unknown,F,15,21.192742415229034,2012,2024,12
N,Cha Hakyeon,1990-06-30,VIXX,2012-05-24,Jellyfish,South Korea,180.0,65.0,Changwon,M,22,20.061728395061728,2012,2024,12
Naeun,Lee Naeun,1999-05-05,APRIL,2015-08-24,DSP,South Korea,170.0,57.0,Daejeon,F,16,19.723183391003463,2015,2024,9
Nahyun,Kang Nahyun,2002-01-25,HOT ISSUE,2017-05-17,FNC,South Korea,170.0,57.0,Unknown,F,15,19.723183391003463,2017,2024,7
Nahyun,Kim Nahyun,1995-12-09,Sonamoo,2014-12-29,TS,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2014,2024,10
Nako,Yabuki Nako,2001-06-18,IZ*ONE,2018-10-29,Off The Record,Japan,170.0,57.0,Tokyo,F,17,19.723183391003463,2018,2024,6
Nakyung,Lee Nakyung,2000-06-01,fromis_9,2018-01-24,Off The Record,South Korea,159.0,42.0,Mungyeong,F,18,16.61326688026581,2018,2024,6
Nakyung,Kim Nakyung,2002-10-13,tripleS,2023-02-13,MODHAUS,South Korea,166.0,57.0,Ulsan,F,20,20.685150239512268,2023,2024,1
Namjoo,Kim Namjoo,1995-04-15,Apink,2011-04-19,Plan A,South Korea,165.0,57.0,Seoul,F,16,20.936639118457304,2011,2024,13
Nana,Im Jinah,1991-09-14,After School,2009-01-15,Pledis,South Korea,170.0,57.0,Cheongju,F,17,19.723183391003463,2009,2024,15
Nana,Kwon Nayeon,2001-03-09,woo!ah!,2020-05-15,NV,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2020,2024,4
Nancy,Nancy Mcdonie,2000-04-13,MOMOLAND,2016-11-09,Double Kick,South Korea,162.0,45.0,Daegu,F,17,17.146776406035663,2016,2024,8
Nara,Kwon Nara,1991-03-13,Hello Venus,2012-05-09,Fantagio,South Korea,172.0,52.0,Seongnam,F,21,17.577068685776098,2012,2024,12
Narachan,Jung Hyunwoo,1996-09-23,MONT,2014-05-14,Starship,South Korea,178.0,58.0,Unknown,M,18,18.30576947355132,2014,2024,10
Narae,Park Narae,1988-02-23,SPICA,2012-02-07,CJ E&M,South Korea,170.0,57.0,Incheon,F,24,19.723183391003463,2012,2024,12
Nari,Kim Nari,1992-10-05,Wassup,2013-08-07,Mafia,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2013,2024,11
Narin,Lee Narin,2001-10-29,Bling Bling,2020-11-17,Major9,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2020,2024,4
Narin,Lee Eunseo,2000-06-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,170.0,57.0,Unknown,F,22,19.723183391003463,2022,2024,2
Narsha,Park Hyojin,1981-12-28,Brown Eyed Girls,2006-03-02,Mystic,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2006,2024,18
Nason,Kim Duyeop,1995-06-12,CHECKMATE,2012-06-19,Yedang,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2012,2024,12
Nayeon,Im Nayeon,1995-09-22,Twice,2015-10-20,JYP,South Korea,163.0,57.0,Seoul,F,20,21.453573713726524,2015,2024,9
Nayoung,Kim Nayoung,1995-11-23,Gugudan,2016-06-28,Jellyfish,South Korea,169.0,50.0,Unknown,F,21,17.506389832288786,2016,2024,8
Nayoung,Kim Nayoung,2002-11-30,LIGHTSUM,2021-06-10,Cube,South Korea,154.0,43.0,Chuncheon,F,19,18.13121942992073,2021,2024,3
